campLocation,timestamp,source,destination,user,device,eventType,eventDescription,eventSeverity,mlRiskScore
Delhi,2023-09-16T20:02,192.168.2.5,172.16.1.101,guest,DeviceXYZ,file-access,File access: Read to file '/path/to/file723.txt' by user 'guest' from IP 192.168.2.5,error,0.23
Delhi,2023-09-15T01:13,10.0.0.2,10.1.1.2,user123,DeviceXYZ,system-restart,System restart: Reason8,informational,0.30
Delhi,2023-09-16T21:08,172.16.1.100,172.16.0.20,anonymous,Workstation123,system-restart,System restart: Reason10,warning,0.30
Delhi,2023-09-12T15:08,192.168.0.1,172.16.0.20,guest,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 192.168.0.1,error,0.13
Delhi,2023-09-12T22:24,172.16.0.10,192.168.2.6,guest,Workstation123,system-restart,System restart: Reason9,warning,0.30
Delhi,2023-09-14T23:50,10.0.0.2,192.168.0.2,admin,ServerABC,auth-success,Successful login for user 'admin' from IP 10.0.0.2,critical,0.10
Delhi,2023-09-17T12:39,255.172.19.149,3.105.111.100,anonymous,DeviceXYZ,file-access,File access: Write to file '/path/to/file627.txt' by user 'anonymous' from IP 255.172.19.149,critical,0.77
Delhi,2023-09-15T21:22,192.168.10.5,10.1.1.2,guest,Workstation123,dns-queries,DNS query from IP 192.168.10.5 for domain 'example882.com',critical,0.17
Delhi,2023-09-16T04:22,10.0.0.100,192.168.10.6,guest,DeviceXYZ,file-access,File access: Read to file '/path/to/file167.txt' by user 'guest' from IP 10.0.0.100,critical,0.23
Delhi,2023-09-16T18:23,192.168.0.1,10.0.0.101,anonymous,DeviceXYZ,dns-queries,DNS query from IP 192.168.0.1 for domain 'example725.com',warning,0.17
Delhi,2023-09-13T03:30,10.0.0.2,10.0.0.3,guest,DeviceXYZ,dns-queries,DNS query from IP 10.0.0.2 for domain 'example856.com',warning,0.17
Delhi,2023-09-16T14:55,10.10.10.10,172.16.0.20,guest,Workstation123,api-called,API called: API3 from IP 10.10.10.10,error,0.20
Delhi,2023-09-15T20:03,192.168.1.100,10.0.0.101,anonymous,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 192.168.1.100,warning,0.13
Delhi,2023-09-15T01:27,192.168.0.1,192.168.0.3,guest,Workstation123,software-update,Software update: Software9 updated to version v3,warning,0.27
Delhi,2023-09-17T18:48,192.168.0.1,192.168.10.6,guest,Workstation123,dns-queries,DNS query from IP 192.168.0.1 for domain 'example723.com',critical,0.17
Delhi,2023-09-17T03:10,10.0.0.100,172.16.0.20,guest,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 10.0.0.100,error,0.13
Delhi,2023-09-17T12:57,192.168.0.1,192.168.2.6,user123,DeviceXYZ,system-restart,System restart: Reason8,warning,0.30
Delhi,2023-09-16T08:36,10.0.0.2,172.16.1.101,user123,DeviceXYZ,system-failure,Critical system failure: Error message: 16,error,0.37
Delhi,2023-09-16T21:16,10.0.0.2,192.168.2.6,user123,Workstation123,firewall-change,Firewall rule change: Port 1436 opened for IP 10.0.0.2,informational,0.30
Delhi,2023-09-13T13:50,192.168.10.5,192.168.0.3,admin,Workstation123,firewall-change,Firewall rule change: Port 60782 opened for IP 192.168.10.5,informational,0.30
Delhi,2023-09-17T07:25,70.140.117.163,209.251.194.66,user123,DeviceXYZ,file-access,File access: Delete to file '/path/to/file726.txt' by user 'user123' from IP 70.140.117.163,critical,0.77
Delhi,2023-09-13T07:10,10.10.10.10,10.1.1.2,user123,DeviceXYZ,firewall-change,Firewall rule change: Port 46109 opened for IP 10.10.10.10,critical,0.30
Delhi,2023-09-13T07:02,192.168.1.100,192.168.0.2,admin,ServerABC,file-access,File access: Delete to file '/path/to/file299.txt' by user 'admin' from IP 192.168.1.100,error,0.23
Delhi,2023-09-15T03:19,10.0.0.100,192.168.10.6,anonymous,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 10.0.0.100,informational,0.13
Delhi,2023-09-17T23:09,192.168.1.100,172.16.1.101,user123,Workstation123,system-failure,Critical system failure: Error message: 61,error,0.37
Delhi,2023-09-12T18:09,192.168.10.5,10.0.0.101,user123,DeviceXYZ,system-restart,System restart: Reason8,critical,0.30
Delhi,2023-09-15T19:51,172.16.1.100,172.16.1.101,guest,DeviceXYZ,system-shutdown,System shutdown: Reason8,critical,0.33
Delhi,2023-09-15T09:12,10.0.0.100,10.10.10.20,user123,DeviceXYZ,auth-success,Successful login for user 'user123' from IP 10.0.0.100,warning,0.10
Delhi,2023-09-13T12:24,172.16.0.10,10.0.0.101,admin,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 172.16.0.10,critical,0.13
Delhi,2023-09-13T02:13,10.0.0.100,10.1.1.2,admin,DeviceXYZ,application-usage,User 'admin' used application 'App6',critical,0.13
Delhi,2023-09-14T20:42,192.168.10.5,10.0.0.3,guest,ServerABC,permission-changes,User 'guest' changed permissions for file '/path/to/file392.txt',warning,0.17
Delhi,2023-09-15T06:19,10.0.0.2,192.168.2.6,user123,ServerABC,system-failure,Critical system failure: Error message: 17,error,0.37
Delhi,2023-09-15T18:17,10.0.0.100,10.0.0.101,guest,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 10.0.0.100,informational,0.13
Delhi,2023-09-15T05:36,172.16.0.10,192.168.0.2,admin,DeviceXYZ,dns-queries,DNS query from IP 172.16.0.10 for domain 'example239.com',critical,0.17
Delhi,2023-09-14T15:01,166.208.72.151,19.15.116.128,anonymous,DeviceXYZ,firewall-change,Firewall rule change: Port 15437 opened for IP 166.208.72.151,warning,0.83
Delhi,2023-09-15T23:05,192.168.0.1,10.0.0.101,user123,Workstation123,dns-queries,DNS query from IP 192.168.0.1 for domain 'example987.com',warning,0.17
Delhi,2023-09-14T01:39,10.10.10.10,10.0.0.101,admin,DeviceXYZ,system-restart,System restart: Reason5,informational,0.30
Delhi,2023-09-14T08:23,192.168.2.5,172.16.0.20,anonymous,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 192.168.2.5,warning,0.13
Delhi,2023-09-15T18:17,192.168.10.5,10.0.0.101,anonymous,ServerABC,permission-changes,User 'anonymous' changed permissions for file '/path/to/file740.txt',error,0.17
Delhi,2023-09-13T04:16,10.1.1.1,10.10.10.20,guest,DeviceXYZ,application-errors,Application error: Error message: 49,informational,0.27
Delhi,2023-09-15T22:20,10.0.0.2,10.1.1.2,admin,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 10.0.0.2,error,0.13
Delhi,2023-09-18T13:41,172.16.0.10,192.168.0.3,admin,DeviceXYZ,firewall-change,Firewall rule change: Port 55493 opened for IP 172.16.0.10,error,0.30
Delhi,2023-09-18T02:15,10.1.1.1,172.16.0.20,guest,DeviceXYZ,auth-lockout,User 'guest' locked out after multiple failed login attempts from IP 10.1.1.1,critical,0.37
Delhi,2023-09-16T02:52,192.168.0.1,10.0.0.101,guest,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 192.168.0.1,critical,0.13
Delhi,2023-09-16T04:42,10.1.1.1,10.10.10.20,admin,Workstation123,system-restart,System restart: Reason9,warning,0.30
Delhi,2023-09-18T04:30,64.64.107.38,132.188.177.66,admin,DeviceXYZ,application-errors,Application error: Error message: 34,error,0.80
Delhi,2023-09-16T22:39,192.168.2.5,192.168.0.2,admin,Workstation123,auth-success,Successful login for user 'admin' from IP 192.168.2.5,critical,0.10
Delhi,2023-09-13T04:07,192.168.2.5,192.168.2.6,guest,ServerABC,firewall-change,Firewall rule change: Port 9051 opened for IP 192.168.2.5,informational,0.30
Delhi,2023-09-15T20:10,172.16.0.10,10.0.0.3,anonymous,Workstation123,system-restart,System restart: Reason1,informational,0.30
Delhi,2023-09-12T15:23,153.196.201.153,9.230.65.4,user123,ServerABC,system-shutdown,System shutdown: Reason4,warning,0.87
Delhi,2023-09-14T03:38,192.168.0.1,172.16.1.101,anonymous,Workstation123,software-update,Software update: Software1 updated to version v2,warning,0.27
Delhi,2023-09-14T16:02,10.0.0.100,192.168.0.2,anonymous,DeviceXYZ,firewall-change,Firewall rule change: Port 40925 opened for IP 10.0.0.100,warning,0.30
Delhi,2023-09-16T20:22,10.0.0.100,10.1.1.2,anonymous,ServerABC,system-failure,Critical system failure: Error message: 98,critical,0.37
Delhi,2023-09-17T12:56,192.168.2.5,10.0.0.101,guest,DeviceXYZ,system-failure,Critical system failure: Error message: 47,warning,0.37
Delhi,2023-09-15T10:38,192.168.2.5,10.0.0.101,admin,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 192.168.2.5,critical,0.13
Delhi,2023-09-13T18:20,10.1.1.1,10.1.1.2,anonymous,Workstation123,dns-queries,DNS query from IP 10.1.1.1 for domain 'example951.com',informational,0.17
Delhi,2023-09-14T20:17,10.10.10.10,192.168.2.6,anonymous,Workstation123,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 10.10.10.10,error,0.37
Delhi,2023-09-17T23:47,10.1.1.1,172.16.0.20,guest,Workstation123,firewall-change,Firewall rule change: Port 59699 opened for IP 10.1.1.1,error,0.30
Delhi,2023-09-16T23:37,172.16.1.100,10.0.0.101,anonymous,Workstation123,auth-success,Successful login for user 'anonymous' from IP 172.16.1.100,error,0.10
Delhi,2023-09-14T18:03,10.10.10.10,10.10.10.20,anonymous,Workstation123,software-update,Software update: Software10 updated to version v4,error,0.27
Delhi,2023-09-18T09:24,155.56.163.60,159.243.12.217,anonymous,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 155.56.163.60,warning,0.67
Delhi,2023-09-18T10:25,192.168.2.5,192.168.10.6,anonymous,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 192.168.2.5,error,0.13
Delhi,2023-09-15T01:44,10.0.0.2,10.0.0.101,guest,ServerABC,application-usage,User 'guest' used application 'App2',warning,0.13
Delhi,2023-09-18T00:24,10.0.0.100,172.16.1.101,admin,Workstation123,malware-detection,Malware detected: File 'file271.txt' found on device 'Workstation123',error,0.37
Delhi,2023-09-13T13:53,172.16.0.10,172.16.1.101,anonymous,Workstation123,firewall-change,Firewall rule change: Port 46195 opened for IP 172.16.0.10,critical,0.30
Delhi,2023-09-17T17:03,172.16.0.10,172.16.1.101,guest,DeviceXYZ,malware-detection,Malware detected: File 'file664.txt' found on device 'DeviceXYZ',critical,0.37
Delhi,2023-09-17T15:04,172.16.1.100,10.0.0.3,user123,Workstation123,malware-detection,Malware detected: File 'file328.txt' found on device 'Workstation123',critical,0.37
Delhi,2023-09-17T22:36,10.1.1.1,10.1.1.2,user123,Workstation123,auth-success,Successful login for user 'user123' from IP 10.1.1.1,warning,0.10
Delhi,2023-09-18T06:24,172.16.1.100,172.16.0.20,admin,ServerABC,application-errors,Application error: Error message: 2,informational,0.27
Delhi,2023-09-16T08:44,172.16.1.100,10.10.10.20,anonymous,DeviceXYZ,malware-detection,Malware detected: File 'file47.txt' found on device 'DeviceXYZ',critical,0.37
Delhi,2023-09-15T14:50,175.115.12.140,55.78.99.102,guest,Workstation123,auth-lockout,User 'guest' locked out after multiple failed login attempts from IP 175.115.12.140,warning,0.90
Delhi,2023-09-16T12:52,192.168.1.100,192.168.0.2,admin,DeviceXYZ,permission-changes,User 'admin' changed permissions for file '/path/to/file131.txt',error,0.17
Delhi,2023-09-16T17:25,192.168.1.100,192.168.0.3,admin,Workstation123,firewall-change,Firewall rule change: Port 14534 opened for IP 192.168.1.100,warning,0.30
Delhi,2023-09-15T00:37,10.0.0.100,10.0.0.3,anonymous,ServerABC,dns-queries,DNS query from IP 10.0.0.100 for domain 'example70.com',error,0.17
Delhi,2023-09-16T00:00,10.0.0.100,192.168.0.3,admin,DeviceXYZ,file-access,File access: Delete to file '/path/to/file314.txt' by user 'admin' from IP 10.0.0.100,informational,0.23
Delhi,2023-09-16T11:40,172.16.0.10,10.1.1.2,user123,Workstation123,system-shutdown,System shutdown: Reason9,warning,0.33
Delhi,2023-09-17T11:05,192.168.1.100,10.0.0.101,guest,ServerABC,software-update,Software update: Software1 updated to version v2,error,0.27
Delhi,2023-09-16T00:01,10.0.0.100,10.10.10.20,admin,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 10.0.0.100,critical,0.13
Delhi,2023-09-15T15:01,172.16.0.10,192.168.10.6,user123,Workstation123,system-restart,System restart: Reason10,warning,0.30
Delhi,2023-09-15T06:38,192.168.1.100,192.168.2.6,guest,Workstation123,dns-queries,DNS query from IP 192.168.1.100 for domain 'example993.com',error,0.17
Delhi,2023-09-15T18:22,192.168.10.5,10.1.1.2,guest,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 192.168.10.5,warning,0.13
Delhi,2023-09-17T05:26,10.1.1.1,10.0.0.101,admin,Workstation123,file-access,File access: Read to file '/path/to/file165.txt' by user 'admin' from IP 10.1.1.1,critical,0.23
Delhi,2023-09-16T08:22,172.16.0.10,192.168.10.6,guest,Workstation123,system-shutdown,System shutdown: Reason6,critical,0.33
Delhi,2023-09-18T06:12,10.1.1.1,10.0.0.101,user123,DeviceXYZ,file-access,File access: Write to file '/path/to/file590.txt' by user 'user123' from IP 10.1.1.1,informational,0.23
Delhi,2023-09-14T14:48,192.168.0.1,172.16.1.101,anonymous,DeviceXYZ,permission-changes,User 'anonymous' changed permissions for file '/path/to/file496.txt',critical,0.17
Delhi,2023-09-15T18:23,192.168.2.5,192.168.0.3,user123,ServerABC,file-access,File access: Write to file '/path/to/file237.txt' by user 'user123' from IP 192.168.2.5,warning,0.23
Delhi,2023-09-12T20:55,172.16.1.100,10.0.0.3,guest,DeviceXYZ,file-access,File access: Read to file '/path/to/file923.txt' by user 'guest' from IP 172.16.1.100,warning,0.23
Delhi,2023-09-12T21:33,192.168.0.1,172.16.0.20,guest,Workstation123,malware-detection,Malware detected: File 'file872.txt' found on device 'Workstation123',informational,0.37
Delhi,2023-09-15T17:58,203.238.232.56,250.85.130.63,admin,DeviceXYZ,software-update,Software update: Software10 updated to version v4,critical,0.80
Delhi,2023-09-15T21:04,192.168.0.1,192.168.0.2,guest,DeviceXYZ,file-access,File access: Read to file '/path/to/file107.txt' by user 'guest' from IP 192.168.0.1,warning,0.23
Delhi,2023-09-13T22:40,192.168.0.1,10.10.10.20,user123,DeviceXYZ,firewall-change,Firewall rule change: Port 26411 opened for IP 192.168.0.1,informational,0.30
Delhi,2023-09-13T22:44,10.0.0.100,192.168.0.2,guest,ServerABC,software-update,Software update: Software5 updated to version v4,informational,0.27
Delhi,2023-09-15T13:45,172.16.1.100,10.10.10.20,user123,Workstation123,dns-queries,DNS query from IP 172.16.1.100 for domain 'example654.com',error,0.17
Delhi,2023-09-13T11:23,172.16.0.10,10.10.10.20,user123,Workstation123,auth-failed,Failed login attempt for user 'user123' from IP 172.16.0.10,informational,0.33
Delhi,2023-09-17T13:10,10.0.0.100,192.168.0.2,anonymous,DeviceXYZ,malware-detection,Malware detected: File 'file642.txt' found on device 'DeviceXYZ',informational,0.37
Delhi,2023-09-16T06:47,172.16.0.10,192.168.0.2,admin,Workstation123,file-access,File access: Read to file '/path/to/file547.txt' by user 'admin' from IP 172.16.0.10,informational,0.23
Delhi,2023-09-16T07:56,172.16.1.100,192.168.10.6,guest,DeviceXYZ,api-called,API called: API4 from IP 172.16.1.100,error,0.20
Delhi,2023-09-14T14:24,90.180.51.102,170.235.11.145,admin,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 90.180.51.102,error,0.67
Delhi,2023-09-17T20:54,10.0.0.2,192.168.2.6,guest,Workstation123,application-usage,User 'guest' used application 'App4',informational,0.13
Delhi,2023-09-14T10:06,10.0.0.100,192.168.0.2,anonymous,ServerABC,api-called,API called: API1 from IP 10.0.0.100,critical,0.20
Delhi,2023-09-17T11:47,10.0.0.100,10.0.0.101,user123,Workstation123,auth-success,Successful login for user 'user123' from IP 10.0.0.100,warning,0.10
Delhi,2023-09-13T23:04,172.16.0.10,192.168.0.2,guest,DeviceXYZ,permission-changes,User 'guest' changed permissions for file '/path/to/file660.txt',critical,0.17
Delhi,2023-09-14T10:46,192.168.1.100,192.168.10.6,anonymous,ServerABC,application-usage,User 'anonymous' used application 'App9',informational,0.13
Delhi,2023-09-12T19:26,192.168.2.5,192.168.0.2,admin,DeviceXYZ,file-access,File access: Delete to file '/path/to/file762.txt' by user 'admin' from IP 192.168.2.5,critical,0.23
Delhi,2023-09-16T07:31,10.1.1.1,10.10.10.20,user123,ServerABC,system-shutdown,System shutdown: Reason4,informational,0.33
Delhi,2023-09-16T02:07,172.16.1.100,10.10.10.20,anonymous,Workstation123,auth-failed,Failed login attempt for user 'anonymous' from IP 172.16.1.100,informational,0.33
Delhi,2023-09-16T10:46,172.16.1.100,192.168.2.6,admin,DeviceXYZ,auth-failed,Failed login attempt for user 'admin' from IP 172.16.1.100,critical,0.33
Delhi,2023-09-17T02:17,175.249.101.169,112.226.206.177,guest,Workstation123,system-shutdown,System shutdown: Reason9,critical,0.87
Delhi,2023-09-16T10:26,172.16.1.100,10.10.10.20,user123,ServerABC,auth-lockout,User 'user123' locked out after multiple failed login attempts from IP 172.16.1.100,critical,0.37
Delhi,2023-09-13T02:45,192.168.0.1,172.16.1.101,admin,Workstation123,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 192.168.0.1,warning,0.37
Delhi,2023-09-17T16:57,10.0.0.100,10.1.1.2,user123,ServerABC,auth-success,Successful login for user 'user123' from IP 10.0.0.100,informational,0.10
Delhi,2023-09-15T22:39,10.0.0.100,172.16.1.101,guest,DeviceXYZ,system-failure,Critical system failure: Error message: 77,error,0.37
Delhi,2023-09-17T14:23,172.16.1.100,10.10.10.20,guest,Workstation123,system-failure,Critical system failure: Error message: 28,critical,0.37
Delhi,2023-09-14T05:54,192.168.10.5,172.16.0.20,guest,Workstation123,application-errors,Application error: Error message: 52,warning,0.27
Delhi,2023-09-14T19:18,10.0.0.2,10.0.0.101,anonymous,DeviceXYZ,system-shutdown,System shutdown: Reason7,informational,0.33
Delhi,2023-09-12T17:40,192.168.2.5,172.16.0.20,user123,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 192.168.2.5,warning,0.13
Delhi,2023-09-16T03:29,192.168.2.5,172.16.0.20,user123,Workstation123,file-access,File access: Read to file '/path/to/file444.txt' by user 'user123' from IP 192.168.2.5,error,0.23
Delhi,2023-09-18T07:52,192.168.10.5,192.168.10.6,user123,Workstation123,auth-success,Successful login for user 'user123' from IP 192.168.10.5,critical,0.10
Delhi,2023-09-17T12:49,33.97.172.166,39.212.102.142,admin,DeviceXYZ,api-called,API called: API4 from IP 33.97.172.166,critical,0.73
Delhi,2023-09-16T20:44,192.132.117.236,192.103.176.118,admin,Workstation123,malware-detection,Malware detected: File 'file503.txt' found on device 'Workstation123',critical,0.90
Delhi,2023-09-15T03:50,56.245.119.232,57.75.176.187,user123,Workstation123,auth-failed,Failed login attempt for user 'user123' from IP 56.245.119.232,error,0.87
Delhi,2023-09-18T09:57,192.168.10.5,10.10.10.20,anonymous,DeviceXYZ,malware-detection,Malware detected: File 'file984.txt' found on device 'DeviceXYZ',error,0.37
Delhi,2023-09-14T06:17,10.1.1.1,10.0.0.3,admin,DeviceXYZ,system-failure,Critical system failure: Error message: 7,error,0.37
Delhi,2023-09-15T08:01,10.0.0.100,192.168.2.6,user123,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 10.0.0.100,error,0.13
Delhi,2023-09-15T08:25,57.66.135.198,140.6.57.57,guest,Workstation123,permission-changes,User 'guest' changed permissions for file '/path/to/file858.txt',error,0.70
Delhi,2023-09-15T01:55,10.0.0.2,172.16.1.101,admin,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 10.0.0.2,informational,0.13
Delhi,2023-09-17T00:29,192.168.2.5,192.168.0.3,anonymous,ServerABC,system-shutdown,System shutdown: Reason5,error,0.33
Delhi,2023-09-17T09:05,192.168.2.5,10.0.0.3,guest,DeviceXYZ,file-access,File access: Delete to file '/path/to/file362.txt' by user 'guest' from IP 192.168.2.5,warning,0.23
Delhi,2023-09-12T19:23,10.0.0.100,192.168.2.6,user123,ServerABC,application-errors,Application error: Error message: 29,informational,0.27
Delhi,2023-09-17T00:14,10.10.10.10,192.168.0.2,admin,Workstation123,auth-failed,Failed login attempt for user 'admin' from IP 10.10.10.10,critical,0.33
Delhi,2023-09-13T07:27,172.16.0.10,192.168.10.6,anonymous,ServerABC,application-usage,User 'anonymous' used application 'App1',critical,0.13
Delhi,2023-09-14T01:54,192.168.2.5,10.10.10.20,user123,DeviceXYZ,file-access,File access: Delete to file '/path/to/file183.txt' by user 'user123' from IP 192.168.2.5,warning,0.23
Delhi,2023-09-18T12:03,192.168.10.5,172.16.1.101,anonymous,ServerABC,permission-changes,User 'anonymous' changed permissions for file '/path/to/file871.txt',critical,0.17
Delhi,2023-09-17T08:15,192.168.2.5,172.16.0.20,admin,DeviceXYZ,application-usage,User 'admin' used application 'App8',warning,0.13
Delhi,2023-09-13T14:51,192.168.10.5,10.1.1.2,user123,Workstation123,system-shutdown,System shutdown: Reason1,warning,0.33
Delhi,2023-09-18T03:59,172.16.1.100,10.0.0.3,guest,DeviceXYZ,auth-failed,Failed login attempt for user 'guest' from IP 172.16.1.100,informational,0.33
Delhi,2023-09-15T21:14,172.16.1.100,192.168.10.6,admin,DeviceXYZ,malware-detection,Malware detected: File 'file167.txt' found on device 'DeviceXYZ',informational,0.37
Delhi,2023-09-14T11:43,10.0.0.2,192.168.0.3,anonymous,DeviceXYZ,permission-changes,User 'anonymous' changed permissions for file '/path/to/file781.txt',error,0.17
Delhi,2023-09-15T14:40,192.168.2.5,10.0.0.101,guest,Workstation123,auth-failed,Failed login attempt for user 'guest' from IP 192.168.2.5,warning,0.33
Delhi,2023-09-18T06:32,192.168.1.100,172.16.1.101,admin,ServerABC,permission-changes,User 'admin' changed permissions for file '/path/to/file669.txt',warning,0.17
Delhi,2023-09-14T00:42,192.168.2.5,192.168.0.2,admin,DeviceXYZ,firewall-change,Firewall rule change: Port 604 opened for IP 192.168.2.5,informational,0.30
Delhi,2023-09-14T00:11,10.0.0.2,192.168.2.6,admin,ServerABC,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 10.0.0.2,critical,0.37
Delhi,2023-09-13T11:44,192.168.1.100,192.168.10.6,user123,DeviceXYZ,dns-queries,DNS query from IP 192.168.1.100 for domain 'example330.com',warning,0.17
Delhi,2023-09-14T05:38,10.0.0.100,10.0.0.101,admin,Workstation123,software-update,Software update: Software3 updated to version v4,informational,0.27
Delhi,2023-09-16T10:38,192.168.1.100,10.10.10.20,anonymous,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 192.168.1.100,error,0.13
Delhi,2023-09-17T14:46,172.16.1.100,192.168.0.2,admin,ServerABC,auth-success,Successful login for user 'admin' from IP 172.16.1.100,critical,0.10
Delhi,2023-09-17T08:10,192.168.0.1,10.1.1.2,guest,Workstation123,auth-lockout,User 'guest' locked out after multiple failed login attempts from IP 192.168.0.1,critical,0.37
Delhi,2023-09-17T18:01,192.168.2.5,172.16.0.20,admin,Workstation123,system-shutdown,System shutdown: Reason4,informational,0.33
Delhi,2023-09-17T14:01,78.126.42.94,191.217.231.84,admin,DeviceXYZ,api-called,API called: API3 from IP 78.126.42.94,critical,0.73
Delhi,2023-09-13T16:31,172.16.1.100,10.1.1.2,guest,DeviceXYZ,auth-lockout,User 'guest' locked out after multiple failed login attempts from IP 172.16.1.100,informational,0.37
Delhi,2023-09-12T17:45,10.1.1.1,10.0.0.101,admin,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 10.1.1.1,error,0.13
Delhi,2023-09-14T08:47,192.168.10.5,10.10.10.20,anonymous,Workstation123,software-update,Software update: Software2 updated to version v4,critical,0.27
Delhi,2023-09-14T01:19,192.168.0.1,10.0.0.101,anonymous,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 192.168.0.1,critical,0.13
Delhi,2023-09-14T20:29,102.148.61.88,250.136.205.91,guest,ServerABC,dns-queries,DNS query from IP 102.148.61.88 for domain 'example561.com',critical,0.70
Delhi,2023-09-15T03:13,172.16.0.10,10.1.1.2,admin,DeviceXYZ,software-update,Software update: Software9 updated to version v4,informational,0.27
Delhi,2023-09-16T19:55,172.16.1.100,10.0.0.101,guest,DeviceXYZ,file-access,File access: Read to file '/path/to/file69.txt' by user 'guest' from IP 172.16.1.100,informational,0.23
Delhi,2023-09-12T15:05,192.168.2.5,10.1.1.2,user123,ServerABC,api-called,API called: API4 from IP 192.168.2.5,warning,0.20
Delhi,2023-09-14T05:09,172.16.0.10,192.168.10.6,guest,DeviceXYZ,firewall-change,Firewall rule change: Port 55949 opened for IP 172.16.0.10,warning,0.30
Delhi,2023-09-18T03:24,10.0.0.2,172.16.0.20,admin,ServerABC,system-restart,System restart: Reason1,error,0.30
Delhi,2023-09-13T21:49,172.16.1.100,10.10.10.20,guest,Workstation123,dns-queries,DNS query from IP 172.16.1.100 for domain 'example486.com',informational,0.17
Delhi,2023-09-14T11:49,29.156.8.136,36.188.245.67,admin,ServerABC,firewall-change,Firewall rule change: Port 19572 opened for IP 29.156.8.136,warning,0.83
Delhi,2023-09-15T00:42,172.16.0.10,10.10.10.20,anonymous,ServerABC,auth-failed,Failed login attempt for user 'anonymous' from IP 172.16.0.10,warning,0.33
Delhi,2023-09-12T17:20,10.0.0.100,172.16.1.101,user123,ServerABC,software-update,Software update: Software7 updated to version v2,warning,0.27
Delhi,2023-09-13T23:32,192.168.2.5,10.0.0.3,user123,ServerABC,software-update,Software update: Software3 updated to version v3,warning,0.27
Delhi,2023-09-14T12:09,10.1.1.1,172.16.0.20,guest,DeviceXYZ,malware-detection,Malware detected: File 'file12.txt' found on device 'DeviceXYZ',error,0.37
Delhi,2023-09-17T12:40,192.168.10.5,192.168.10.6,admin,Workstation123,application-usage,User 'admin' used application 'App2',warning,0.13
Delhi,2023-09-13T15:46,10.0.0.2,192.168.0.3,guest,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 10.0.0.2,informational,0.13
Delhi,2023-09-17T12:30,172.16.1.100,192.168.10.6,admin,ServerABC,dns-queries,DNS query from IP 172.16.1.100 for domain 'example646.com',informational,0.17
Delhi,2023-09-15T22:17,210.132.216.45,71.50.170.64,anonymous,Workstation123,auth-failed,Failed login attempt for user 'anonymous' from IP 210.132.216.45,error,0.87
Delhi,2023-09-12T22:11,10.1.1.1,172.16.1.101,anonymous,DeviceXYZ,system-failure,Critical system failure: Error message: 41,informational,0.37
Delhi,2023-09-17T09:37,172.16.0.10,10.0.0.3,admin,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 172.16.0.10,warning,0.13
Delhi,2023-09-14T17:47,10.1.1.1,192.168.10.6,guest,Workstation123,application-usage,User 'guest' used application 'App8',informational,0.13
Delhi,2023-09-14T13:55,10.10.10.10,10.10.10.20,user123,DeviceXYZ,api-called,API called: API4 from IP 10.10.10.10,informational,0.20
Delhi,2023-09-15T07:16,10.0.0.100,10.0.0.3,guest,Workstation123,system-restart,System restart: Reason9,error,0.30
Delhi,2023-09-14T09:05,10.0.0.2,172.16.0.20,guest,Workstation123,api-called,API called: API1 from IP 10.0.0.2,error,0.20
Delhi,2023-09-15T17:14,192.168.1.100,192.168.10.6,user123,DeviceXYZ,system-shutdown,System shutdown: Reason8,warning,0.33
Delhi,2023-09-16T16:34,172.16.0.10,192.168.10.6,guest,DeviceXYZ,dns-queries,DNS query from IP 172.16.0.10 for domain 'example37.com',critical,0.17
Delhi,2023-09-16T17:07,10.1.1.1,172.16.0.20,anonymous,ServerABC,system-restart,System restart: Reason9,informational,0.30
